user_id,signup_date,acquisition_channel,age_bucket,country,used_voice_first_day,used_text_first_day,returned_day_1,returned_day_7,converted_paid
u_002174,2026-04-03,referral,18-24,US,1,1,0,1,1
u_002175,2026-04-17,referral,35-44,US,0,1,1,0,0
u_002176,2026-04-24,instagram,45+,US,1,0,0,0,0
u_002177,2026-04-24,instagram,35-44,US,0,1,0,0,0
u_002178,2026-04-04,campus,25-34,US,0,1,1,0,0
u_002179,2026-04-16,campus,25-34,US,1,1,0,1,0
u_002180,2026-04-22,instagram,45+,US,1,1,0,0,0
u_002181,2026-04-27,tiktok,18-24,US,1,1,1,0,0
u_002182,2026-04-18,campus,18-24,US,0,1,0,1,0
u_002183,2026-04-29,instagram,18-24,US,0,1,0,0,0
u_002184,2026-04-19,search,18-24,UK,1,0,0,1,0
u_002185,2026-04-18,instagram,18-24,US,1,1,1,0,0
u_002186,2026-04-18,organic,18-24,Australia,1,0,0,1,1
u_002187,2026-04-21,referral,18-24,US,1,0,1,1,0
u_002188,2026-04-30,instagram,25-34,US,0,1,0,1,1
u_002189,2026-04-26,organic,18-24,US,0,1,0,0,0
u_002190,2026-04-10,creator,25-34,UK,0,1,0,0,0
u_002191,2026-04-14,organic,18-24,US,1,0,0,0,0
u_002192,2026-04-06,organic,35-44,Canada,0,1,1,1,1
u_002193,2026-04-20,referral,18-24,US,0,1,1,0,0
u_002194,2026-04-20,tiktok,18-24,US,1,0,1,0,0
u_002195,2026-04-01,organic,18-24,UK,0,1,0,0,0
u_002196,2026-04-03,organic,18-24,US,1,0,1,1,0
u_002197,2026-04-16,referral,25-34,US,0,1,1,1,0
u_002198,2026-04-27,creator,25-34,US,1,0,1,1,0
u_002199,2026-04-08,creator,18-24,US,1,0,0,1,1
u_002200,2026-04-19,referral,35-44,US,1,0,1,1,0
u_002201,2026-04-14,instagram,18-24,Canada,0,1,0,1,0
u_002202,2026-04-04,referral,18-24,US,0,1,0,0,0
u_002203,2026-04-29,campus,18-24,UK,1,1,1,1,0
u_002204,2026-04-15,referral,25-34,Australia,0,1,1,0,0
u_002205,2026-04-11,organic,25-34,US,1,1,1,0,0
u_002206,2026-04-05,creator,18-24,US,0,1,0,0,0
u_002207,2026-04-08,instagram,18-24,Other,0,1,0,1,0
u_002208,2026-04-10,organic,25-34,US,1,0,0,1,0
u_002209,2026-04-25,organic,45+,UK,1,1,1,1,0
u_002210,2026-04-30,organic,35-44,US,1,0,1,1,0
u_002211,2026-04-01,instagram,18-24,US,1,0,1,1,1
u_002212,2026-04-26,organic,18-24,US,0,1,1,0,0
u_002213,2026-04-03,search,18-24,US,0,1,1,1,0
u_002214,2026-04-18,tiktok,18-24,US,1,0,0,1,1
u_002215,2026-04-29,organic,35-44,Canada,0,1,0,1,0
u_002216,2026-04-29,search,35-44,Other,1,0,1,1,0
u_002217,2026-04-18,organic,35-44,US,1,0,0,0,0
u_002218,2026-04-27,referral,18-24,UK,1,1,1,0,0
u_002219,2026-04-26,organic,18-24,US,0,1,1,0,0
u_002220,2026-04-27,tiktok,18-24,US,1,1,0,0,0
u_002221,2026-04-19,creator,35-44,US,1,1,1,1,1
u_002222,2026-04-08,organic,25-34,US,1,1,1,1,0
u_002223,2026-04-03,search,25-34,Canada,0,1,1,1,0
u_002224,2026-04-12,referral,25-34,US,0,1,0,0,0
u_002225,2026-04-01,search,18-24,US,0,1,0,0,0
u_002226,2026-04-23,campus,18-24,US,1,1,0,0,0
u_002227,2026-04-11,referral,25-34,UK,0,1,0,0,0
u_002228,2026-04-19,search,18-24,Other,0,1,0,0,0
u_002229,2026-04-29,organic,18-24,US,1,0,1,1,0
u_002230,2026-04-17,creator,18-24,US,1,0,1,0,0
u_002231,2026-04-12,organic,25-34,US,1,0,1,1,1
u_002232,2026-04-30,campus,25-34,US,1,0,1,1,0
u_002233,2026-04-23,referral,18-24,UK,1,1,1,1,0
u_002234,2026-04-01,tiktok,35-44,Other,0,1,0,0,0
u_002235,2026-04-25,search,18-24,US,1,1,0,1,0
u_002236,2026-04-19,referral,18-24,US,0,1,0,0,0
u_002237,2026-04-17,campus,18-24,US,0,1,0,0,0
u_002238,2026-04-13,tiktok,18-24,Canada,1,1,0,1,0
u_002239,2026-04-01,organic,18-24,US,1,0,1,0,0
u_002240,2026-05-01,organic,18-24,US,1,0,0,0,0
u_002241,2026-04-07,referral,25-34,US,1,0,0,1,1
u_002242,2026-04-26,organic,18-24,US,1,1,0,0,0
u_002243,2026-04-17,campus,25-34,US,0,1,1,1,0
u_002244,2026-05-01,tiktok,45+,US,0,1,0,0,0
u_002245,2026-05-01,referral,35-44,US,0,1,1,0,0
u_002246,2026-04-20,tiktok,25-34,Other,1,0,0,0,0
u_002247,2026-04-06,instagram,45+,US,1,1,0,1,1
u_002248,2026-04-08,tiktok,18-24,Other,0,1,0,1,0
u_002249,2026-04-23,tiktok,18-24,Other,1,1,1,1,0
u_002250,2026-04-11,instagram,25-34,US,1,1,1,0,0
u_002251,2026-04-29,organic,25-34,US,1,0,1,0,0
u_002252,2026-04-29,tiktok,18-24,US,1,0,1,0,0
u_002253,2026-04-28,search,35-44,US,1,1,1,1,0
u_002254,2026-04-28,referral,18-24,US,1,0,1,1,0
u_002255,2026-04-16,organic,25-34,US,1,1,0,1,1
u_002256,2026-04-12,organic,25-34,US,0,1,0,1,0
u_002257,2026-04-07,referral,18-24,Other,1,0,1,0,0
u_002258,2026-04-26,referral,25-34,US,0,1,0,1,0
u_002259,2026-04-04,tiktok,25-34,US,1,0,0,1,0
u_002260,2026-04-23,campus,18-24,US,0,1,1,1,0
u_002261,2026-04-18,referral,18-24,US,0,1,0,0,0
u_002262,2026-04-04,organic,18-24,UK,1,1,0,0,0
u_002263,2026-04-26,creator,18-24,UK,1,1,0,0,0
u_002264,2026-04-07,referral,25-34,US,1,0,0,0,1
u_002265,2026-04-07,creator,18-24,US,1,1,1,1,1
u_002266,2026-04-07,search,18-24,US,1,0,0,1,1
u_002267,2026-04-23,organic,18-24,UK,1,0,0,1,0
u_002268,2026-04-13,referral,18-24,US,1,0,1,0,0
u_002269,2026-04-29,referral,25-34,US,1,0,1,1,0
u_002270,2026-04-17,creator,45+,US,0,1,0,1,0
u_002271,2026-04-30,referral,18-24,Canada,1,0,0,0,0
u_002272,2026-04-23,tiktok,25-34,US,1,1,1,1,0
u_002273,2026-05-01,campus,18-24,US,0,1,0,0,0
u_002274,2026-04-17,creator,25-34,US,1,1,1,0,0
u_002275,2026-04-23,organic,18-24,US,0,1,0,0,0
u_002276,2026-04-22,creator,18-24,US,1,0,1,0,0
u_002277,2026-04-23,instagram,18-24,UK,0,1,1,0,0
u_002278,2026-04-30,referral,25-34,US,0,1,0,0,0
u_002279,2026-04-11,organic,18-24,US,1,1,0,1,1
u_002280,2026-04-11,referral,18-24,Other,0,1,0,0,0
u_002281,2026-04-04,organic,25-34,Australia,1,1,1,1,0
u_002282,2026-04-18,instagram,18-24,Canada,0,1,0,0,0
u_002283,2026-04-05,instagram,18-24,Canada,1,1,1,1,1
u_002284,2026-04-22,search,25-34,UK,0,1,0,0,0
u_002285,2026-04-26,referral,35-44,US,1,0,0,0,0
u_002286,2026-04-30,tiktok,18-24,US,1,0,0,0,1
u_002287,2026-04-21,organic,25-34,US,0,1,1,0,0
u_002288,2026-04-19,tiktok,18-24,US,0,1,1,1,0
u_002289,2026-04-09,organic,18-24,US,1,1,1,1,1
u_002290,2026-04-27,search,35-44,US,1,0,1,1,0
u_002291,2026-04-26,instagram,18-24,US,1,0,1,1,0
u_002292,2026-04-14,creator,18-24,US,0,1,0,0,0
u_002293,2026-04-10,tiktok,18-24,UK,1,1,1,1,0
u_002294,2026-04-17,referral,25-34,US,1,1,0,0,0
u_002295,2026-04-16,organic,18-24,US,1,1,0,0,0
u_002296,2026-04-10,tiktok,25-34,US,1,0,1,0,0
u_002297,2026-04-20,referral,18-24,US,1,1,1,1,0
u_002298,2026-04-14,instagram,18-24,US,1,1,1,0,0
u_002299,2026-04-02,search,18-24,Australia,0,1,0,0,0
u_002300,2026-05-01,organic,18-24,US,0,1,1,1,0
u_002301,2026-04-18,campus,25-34,US,1,0,1,1,0
u_002302,2026-04-11,organic,45+,Other,1,0,1,1,1
u_002303,2026-04-22,instagram,18-24,US,0,1,1,0,0
u_002304,2026-04-18,organic,35-44,US,0,1,1,1,0
u_002305,2026-04-01,organic,18-24,US,1,0,0,1,0
u_002306,2026-04-09,instagram,25-34,US,0,1,0,0,0
u_002307,2026-04-04,creator,18-24,US,1,0,1,0,0
u_002308,2026-04-02,referral,18-24,US,1,0,0,0,0
u_002309,2026-04-23,search,25-34,UK,1,1,1,0,0
u_002310,2026-04-27,search,25-34,US,1,0,1,1,0
u_002311,2026-04-03,creator,25-34,US,0,1,1,1,0
u_002312,2026-04-10,referral,18-24,UK,1,0,0,1,0
u_002313,2026-04-27,organic,18-24,UK,1,0,0,1,0
u_002314,2026-04-09,referral,25-34,US,1,0,0,0,0
u_002315,2026-04-06,search,18-24,US,1,0,1,0,0
u_002316,2026-04-19,organic,18-24,US,0,1,0,1,0
u_002317,2026-04-19,instagram,18-24,US,1,0,1,0,1
u_002318,2026-04-20,organic,25-34,US,1,1,1,1,1
u_002319,2026-04-12,referral,18-24,US,0,1,1,0,0
u_002320,2026-04-05,tiktok,18-24,US,1,0,1,0,0
u_002321,2026-04-25,tiktok,18-24,US,0,1,0,1,0
u_002322,2026-04-24,organic,25-34,US,1,0,1,0,0
u_002323,2026-04-01,creator,35-44,US,1,0,1,1,0
u_002324,2026-04-06,search,25-34,Australia,1,0,0,1,0
u_002325,2026-04-16,tiktok,18-24,US,1,0,0,1,0
u_002326,2026-04-07,referral,25-34,Other,1,1,0,1,1
u_002327,2026-04-03,instagram,45+,US,0,1,0,0,1
u_002328,2026-04-06,organic,45+,US,1,0,0,0,0
u_002329,2026-04-09,tiktok,18-24,US,1,1,0,1,0
u_002330,2026-04-09,instagram,18-24,Other,0,1,0,0,0
u_002331,2026-04-14,creator,25-34,US,0,1,0,1,0
u_002332,2026-04-30,organic,18-24,Australia,0,1,0,1,0
u_002333,2026-04-11,instagram,18-24,US,1,1,1,1,1
u_002334,2026-04-30,referral,25-34,Other,1,0,1,0,0
u_002335,2026-04-05,instagram,18-24,US,0,1,1,0,0
u_002336,2026-05-01,organic,18-24,Other,1,0,1,1,0
u_002337,2026-04-14,instagram,25-34,US,1,1,0,1,0
u_002338,2026-05-01,tiktok,45+,US,1,1,1,1,0
u_002339,2026-04-11,search,25-34,Other,1,0,1,0,0
u_002340,2026-04-04,referral,18-24,Australia,1,0,0,1,1
u_002341,2026-04-14,instagram,18-24,Australia,1,0,1,1,0
u_002342,2026-04-20,referral,45+,UK,0,1,0,1,1
u_002343,2026-04-14,organic,45+,US,1,1,1,1,0
u_002344,2026-04-27,referral,18-24,US,1,1,1,1,0
u_002345,2026-04-06,organic,18-24,UK,1,1,1,1,0
u_002346,2026-04-18,creator,18-24,US,0,1,0,0,0
u_002347,2026-04-18,campus,25-34,US,1,1,1,1,0
u_002348,2026-04-12,tiktok,35-44,US,1,0,0,0,0
u_002349,2026-05-01,campus,18-24,US,1,0,0,0,0
u_002350,2026-04-29,tiktok,45+,UK,0,1,0,1,1
u_002351,2026-04-05,referral,25-34,US,1,0,1,0,1
u_002352,2026-04-30,creator,18-24,Australia,1,1,1,0,0
u_002353,2026-04-01,creator,18-24,US,1,0,1,1,0
u_002354,2026-04-23,organic,18-24,Australia,0,1,1,0,0
u_002355,2026-04-15,creator,18-24,US,1,0,1,0,0
u_002356,2026-04-26,tiktok,18-24,US,1,0,1,1,0
u_002357,2026-04-07,search,35-44,US,1,0,1,0,0
u_002358,2026-04-18,organic,18-24,US,1,1,1,1,0
u_002359,2026-04-03,creator,18-24,US,1,1,1,1,0
u_002360,2026-04-02,referral,18-24,US,1,0,1,1,1
u_002361,2026-04-09,creator,25-34,US,0,1,0,1,1
u_002362,2026-04-02,organic,18-24,Other,1,0,1,1,1
u_002363,2026-04-20,campus,18-24,US,1,1,0,0,0
u_002364,2026-04-06,organic,18-24,US,1,0,1,1,0
u_002365,2026-04-29,tiktok,18-24,US,0,1,1,0,0
u_002366,2026-04-05,organic,18-24,US,0,1,0,0,0
u_002367,2026-04-04,organic,25-34,US,1,0,0,0,1
u_002368,2026-04-04,organic,25-34,US,1,0,0,0,0
u_002369,2026-04-21,organic,18-24,UK,1,0,0,1,1
u_002370,2026-04-25,referral,25-34,UK,1,0,0,0,1
u_002371,2026-04-02,organic,18-24,US,1,0,1,1,0
u_002372,2026-04-12,referral,18-24,US,1,0,0,1,0
u_002373,2026-04-19,creator,35-44,US,1,0,0,0,0
u_002374,2026-04-12,search,25-34,US,1,0,1,1,0
u_002375,2026-04-08,referral,18-24,US,0,1,1,1,0
u_002376,2026-04-26,tiktok,18-24,US,1,1,1,1,0
u_002377,2026-04-07,referral,18-24,US,0,1,0,0,0
u_002378,2026-04-15,referral,25-34,US,1,0,1,0,0
u_002379,2026-04-10,referral,18-24,US,1,0,0,0,0
u_002380,2026-04-19,organic,25-34,US,0,1,0,0,0
u_002381,2026-04-05,tiktok,25-34,US,0,1,0,0,1
u_002382,2026-04-01,organic,18-24,US,0,1,0,0,0
u_002383,2026-05-01,campus,18-24,Canada,1,1,1,1,0
u_002384,2026-04-19,tiktok,25-34,US,0,1,1,1,0
u_002385,2026-04-19,referral,35-44,US,1,0,0,0,0
u_002386,2026-04-01,tiktok,18-24,US,0,1,0,1,0
u_002387,2026-04-12,instagram,45+,US,1,0,0,0,0
u_002388,2026-04-21,campus,25-34,US,0,1,0,0,0
u_002389,2026-04-21,referral,18-24,US,1,0,1,0,0
u_002390,2026-04-08,instagram,18-24,Australia,0,1,1,0,0
u_002391,2026-04-28,tiktok,18-24,Australia,0,1,0,0,0
u_002392,2026-04-16,referral,18-24,UK,1,0,1,0,0
u_002393,2026-04-02,campus,25-34,US,1,0,1,1,0
u_002394,2026-04-03,tiktok,18-24,US,0,1,0,0,0
u_002395,2026-05-01,campus,35-44,US,0,1,0,0,0
u_002396,2026-05-01,tiktok,25-34,US,0,1,0,0,0
u_002397,2026-04-04,instagram,25-34,Canada,1,0,1,0,0
u_002398,2026-04-05,organic,18-24,US,0,1,0,0,0
u_002399,2026-04-09,search,45+,US,1,0,1,1,0
u_002400,2026-04-20,instagram,35-44,US,1,0,1,1,0
u_002401,2026-04-02,tiktok,25-34,US,1,0,0,1,0
u_002402,2026-04-20,instagram,18-24,US,1,0,1,1,0
u_002403,2026-05-01,referral,18-24,US,0,1,0,0,0
u_002404,2026-04-05,referral,18-24,US,1,1,1,1,0
u_002405,2026-04-07,tiktok,18-24,US,1,1,1,0,0
u_002406,2026-05-01,instagram,18-24,US,0,1,0,0,0
u_002407,2026-04-08,referral,35-44,US,0,1,1,0,0
u_002408,2026-04-12,referral,25-34,US,1,1,1,1,0
u_002409,2026-04-28,tiktok,18-24,US,1,1,0,1,0
u_002410,2026-04-27,instagram,18-24,US,0,1,1,0,0
u_002411,2026-04-10,organic,25-34,Canada,1,0,1,0,0
u_002412,2026-04-18,organic,18-24,US,1,1,1,1,0
u_002413,2026-04-29,search,25-34,US,1,0,0,0,0
u_002414,2026-04-09,referral,18-24,US,1,1,1,1,1
u_002415,2026-04-11,tiktok,18-24,Canada,0,1,1,1,0
u_002416,2026-04-07,tiktok,18-24,US,1,0,0,0,0
u_002417,2026-04-09,campus,25-34,Other,1,1,1,1,0
u_002418,2026-04-05,search,18-24,US,1,0,1,1,0
u_002419,2026-04-11,tiktok,25-34,UK,1,0,0,0,0
u_002420,2026-05-01,referral,18-24,Canada,1,1,1,1,0
u_002421,2026-04-20,instagram,25-34,UK,0,1,0,0,0
u_002422,2026-04-22,creator,25-34,US,1,1,1,1,0
u_002423,2026-04-26,organic,25-34,US,0,1,1,0,0
u_002424,2026-04-06,referral,18-24,US,0,1,0,1,0
u_002425,2026-05-01,referral,25-34,US,0,1,0,1,0
u_002426,2026-04-14,search,18-24,Canada,1,1,1,1,0
u_002427,2026-04-12,creator,18-24,US,1,0,1,1,0
u_002428,2026-04-23,referral,25-34,US,0,1,0,0,0
u_002429,2026-04-29,campus,18-24,US,1,0,0,1,0
u_002430,2026-04-20,creator,35-44,US,1,0,1,1,0
u_002431,2026-04-25,instagram,18-24,US,0,1,0,0,0
u_002432,2026-04-03,creator,18-24,US,1,1,1,1,0
u_002433,2026-04-27,instagram,18-24,US,1,1,1,1,0
u_002434,2026-04-30,referral,18-24,Canada,1,0,0,1,0
u_002435,2026-04-29,tiktok,35-44,UK,0,1,0,0,0
u_002436,2026-04-24,referral,18-24,UK,1,0,0,0,0
u_002437,2026-04-24,instagram,35-44,US,0,1,0,1,0
u_002438,2026-04-24,organic,18-24,US,0,1,1,1,0
u_002439,2026-04-10,creator,18-24,US,0,1,0,0,0
u_002440,2026-04-03,tiktok,35-44,US,1,0,1,0,0
u_002441,2026-04-19,organic,35-44,US,0,1,0,0,0
u_002442,2026-04-14,campus,18-24,Other,1,1,1,1,0
u_002443,2026-04-07,referral,18-24,Other,1,0,1,1,1
u_002444,2026-04-09,organic,18-24,US,1,0,1,1,0
u_002445,2026-04-17,organic,18-24,UK,0,1,0,0,0
u_002446,2026-04-07,referral,35-44,US,1,0,0,0,0
u_002447,2026-04-28,search,18-24,US,1,0,1,1,0
u_002448,2026-04-27,organic,18-24,US,0,1,1,0,0
u_002449,2026-04-30,instagram,25-34,US,0,1,0,0,0
u_002450,2026-04-25,campus,25-34,Australia,1,0,1,1,0
u_002451,2026-04-06,tiktok,18-24,US,0,1,1,1,0
u_002452,2026-04-13,instagram,35-44,Other,1,0,1,0,0
u_002453,2026-04-16,creator,18-24,Canada,0,1,1,0,0
u_002454,2026-04-02,tiktok,18-24,US,1,0,1,1,0
u_002455,2026-04-09,tiktok,35-44,US,0,1,0,0,0
u_002456,2026-04-09,tiktok,18-24,UK,1,0,0,1,0
u_002457,2026-04-07,instagram,25-34,US,1,1,1,1,0
u_002458,2026-04-10,search,45+,UK,1,0,1,1,0
u_002459,2026-04-06,instagram,18-24,US,1,0,0,0,0
u_002460,2026-04-14,tiktok,25-34,US,1,1,0,1,0
u_002461,2026-04-01,tiktok,18-24,Other,0,1,0,0,0
u_002462,2026-04-25,campus,18-24,US,1,0,1,1,0
u_002463,2026-04-22,creator,18-24,Other,0,1,0,0,0
u_002464,2026-04-11,creator,18-24,US,0,1,1,0,0
u_002465,2026-04-01,organic,25-34,US,0,1,0,0,0
u_002466,2026-04-14,organic,25-34,US,1,1,1,1,0
u_002467,2026-04-19,campus,25-34,US,1,0,1,0,0
u_002468,2026-04-07,creator,18-24,US,1,0,1,0,0
u_002469,2026-04-26,organic,18-24,US,1,0,1,1,0
u_002470,2026-04-11,referral,18-24,US,0,1,0,1,0
u_002471,2026-04-30,creator,25-34,US,1,0,1,1,1
u_002472,2026-04-20,instagram,18-24,US,1,0,0,1,0
u_002473,2026-04-24,instagram,18-24,UK,1,0,1,1,0
u_002474,2026-04-07,creator,18-24,US,1,1,1,0,0
u_002475,2026-04-17,organic,25-34,US,0,1,0,1,0
u_002476,2026-04-24,organic,18-24,US,0,1,0,0,0
u_002477,2026-04-09,search,25-34,US,1,0,1,0,0
u_002478,2026-04-14,search,18-24,US,1,1,0,1,1
u_002479,2026-04-21,referral,18-24,US,1,1,1,1,0
u_002480,2026-04-08,referral,25-34,US,1,0,1,1,0
u_002481,2026-04-19,campus,18-24,US,0,1,0,0,0
u_002482,2026-04-09,organic,18-24,US,1,0,1,0,0
u_002483,2026-04-18,organic,18-24,Other,0,1,0,0,0
u_002484,2026-04-03,organic,18-24,US,1,0,1,0,0
u_002485,2026-04-01,referral,25-34,US,0,1,0,0,0
u_002486,2026-04-06,search,35-44,UK,1,0,1,0,0
u_002487,2026-04-26,search,25-34,US,1,1,0,0,0
u_002488,2026-04-10,referral,18-24,US,1,1,0,1,0
u_002489,2026-04-05,search,25-34,UK,1,0,1,1,1
u_002490,2026-04-20,creator,45+,Other,0,1,0,0,0
u_002491,2026-04-16,organic,18-24,US,1,1,1,1,0
u_002492,2026-04-02,search,35-44,US,1,0,1,1,0
u_002493,2026-04-14,tiktok,18-24,US,0,1,0,1,0
u_002494,2026-04-21,referral,25-34,US,0,1,1,0,0
u_002495,2026-04-15,organic,35-44,UK,0,1,0,1,0
u_002496,2026-04-17,instagram,25-34,US,0,1,1,0,0
u_002497,2026-04-20,referral,18-24,Canada,0,1,0,1,0
u_002498,2026-04-26,referral,18-24,US,1,0,1,1,0
u_002499,2026-04-25,search,18-24,US,0,1,0,1,0
u_002500,2026-04-13,organic,18-24,US,0,1,0,0,0
u_002501,2026-04-13,referral,18-24,US,1,0,1,1,0
u_002502,2026-04-16,instagram,18-24,Australia,1,0,0,1,0
u_002503,2026-04-18,instagram,18-24,Canada,0,1,0,0,0
u_002504,2026-04-19,referral,35-44,US,1,1,1,1,1
u_002505,2026-04-01,search,18-24,US,0,1,0,0,0
u_002506,2026-04-22,organic,25-34,US,1,0,0,0,1
u_002507,2026-04-08,search,25-34,US,0,1,0,1,0
u_002508,2026-04-22,campus,18-24,US,0,1,0,0,0
u_002509,2026-04-16,search,25-34,US,0,1,1,0,0
u_002510,2026-04-27,tiktok,18-24,US,1,0,1,0,0
u_002511,2026-04-03,tiktok,18-24,US,0,1,0,0,0
u_002512,2026-04-10,instagram,18-24,Other,0,1,0,0,1
u_002513,2026-04-02,tiktok,25-34,US,0,1,1,0,0
u_002514,2026-04-24,campus,18-24,US,1,1,1,1,0
u_002515,2026-04-23,organic,25-34,US,0,1,0,0,0
u_002516,2026-04-21,search,18-24,US,1,1,1,1,0
u_002517,2026-04-15,creator,35-44,US,1,1,0,0,0
u_002518,2026-04-07,search,18-24,US,1,1,1,0,0
u_002519,2026-04-14,search,18-24,US,1,0,0,0,0
u_002520,2026-04-30,referral,18-24,US,1,0,1,1,1
u_002521,2026-04-27,referral,25-34,UK,1,1,1,1,0
u_002522,2026-04-12,tiktok,18-24,Canada,0,1,0,0,0
u_002523,2026-04-14,organic,25-34,Canada,1,0,1,1,1
u_002524,2026-04-04,instagram,25-34,UK,0,1,0,1,0
u_002525,2026-04-08,campus,25-34,Other,1,0,1,1,0
u_002526,2026-04-14,referral,35-44,US,1,0,0,1,0
u_002527,2026-04-29,instagram,18-24,US,1,0,0,0,0
u_002528,2026-04-19,creator,18-24,US,0,1,0,0,0
u_002529,2026-04-23,referral,25-34,Other,1,1,1,0,0
u_002530,2026-04-03,search,18-24,US,0,1,1,0,0
u_002531,2026-04-07,tiktok,18-24,US,1,0,1,1,0
u_002532,2026-04-06,tiktok,18-24,Australia,0,1,1,0,0
u_002533,2026-04-19,referral,35-44,US,1,1,1,1,0
u_002534,2026-04-21,tiktok,25-34,US,1,1,1,1,0
u_002535,2026-04-08,search,18-24,US,1,0,1,1,1
u_002536,2026-04-04,instagram,18-24,US,0,1,1,1,0
u_002537,2026-04-14,tiktok,35-44,US,0,1,0,0,0
u_002538,2026-04-15,instagram,18-24,US,0,1,0,0,1
u_002539,2026-04-20,referral,18-24,US,1,0,0,0,0
u_002540,2026-04-08,search,18-24,US,0,1,0,0,0
u_002541,2026-04-12,tiktok,25-34,UK,1,0,0,1,0
u_002542,2026-04-14,referral,18-24,Australia,1,0,1,1,0
u_002543,2026-04-07,campus,18-24,US,1,0,0,0,0
u_002544,2026-04-30,campus,18-24,US,0,1,0,0,0
u_002545,2026-04-27,organic,18-24,Australia,1,0,1,1,0
u_002546,2026-04-17,instagram,25-34,US,1,0,0,1,0
u_002547,2026-04-17,tiktok,18-24,Other,0,1,0,0,0
u_002548,2026-04-08,creator,18-24,US,1,0,1,1,0
u_002549,2026-04-16,search,18-24,US,1,0,0,0,0
u_002550,2026-04-03,tiktok,25-34,US,1,0,0,1,0
u_002551,2026-04-28,search,25-34,US,0,1,1,0,0
u_002552,2026-04-23,campus,25-34,US,1,0,1,1,0
u_002553,2026-04-16,organic,18-24,US,0,1,0,0,0
u_002554,2026-04-01,tiktok,18-24,UK,0,1,1,0,0
u_002555,2026-04-17,organic,18-24,US,1,0,0,0,0
u_002556,2026-04-16,organic,25-34,US,1,0,1,0,0
u_002557,2026-04-10,referral,45+,US,0,1,0,0,0
u_002558,2026-04-21,instagram,18-24,US,1,0,0,1,0
u_002559,2026-04-12,instagram,18-24,Canada,1,0,1,1,0
u_002560,2026-04-26,organic,18-24,Canada,1,1,1,0,0
u_002561,2026-04-08,creator,35-44,Other,0,1,1,0,0
u_002562,2026-04-25,instagram,25-34,US,0,1,1,0,0
u_002563,2026-04-01,instagram,25-34,US,0,1,1,1,0
u_002564,2026-04-03,organic,35-44,Australia,0,1,0,0,0
u_002565,2026-04-18,referral,25-34,US,0,1,0,0,1
u_002566,2026-04-05,instagram,35-44,Canada,1,1,0,0,0
u_002567,2026-04-22,creator,18-24,US,1,1,0,0,0
u_002568,2026-04-10,referral,18-24,US,0,1,0,0,0
u_002569,2026-04-15,organic,18-24,US,1,0,0,0,0
u_002570,2026-04-10,organic,45+,US,0,1,1,1,0
u_002571,2026-04-18,tiktok,18-24,US,0,1,0,0,0
u_002572,2026-04-15,tiktok,18-24,Australia,1,0,0,0,1
u_002573,2026-04-13,search,45+,Australia,0,1,1,1,0
u_002574,2026-04-01,instagram,25-34,US,0,1,1,0,0
u_002575,2026-04-22,tiktok,18-24,Canada,1,1,1,1,0
u_002576,2026-04-27,tiktok,25-34,UK,0,1,0,0,0
u_002577,2026-04-01,creator,25-34,US,1,1,1,0,0
u_002578,2026-04-07,creator,45+,US,1,0,1,1,0
u_002579,2026-04-11,organic,18-24,US,0,1,1,0,0
u_002580,2026-04-07,referral,18-24,US,1,0,0,0,0
u_002581,2026-05-01,instagram,25-34,US,0,1,1,0,0
u_002582,2026-04-06,search,25-34,US,1,0,1,0,0
u_002583,2026-04-28,referral,18-24,UK,1,0,1,1,0
u_002584,2026-04-23,organic,25-34,US,1,0,0,1,0
u_002585,2026-04-11,instagram,18-24,US,1,0,0,1,0
u_002586,2026-04-02,creator,25-34,US,1,1,1,0,1
u_002587,2026-04-28,search,25-34,Other,0,1,0,0,0
u_002588,2026-04-14,instagram,18-24,US,1,1,1,0,0
u_002589,2026-04-09,instagram,35-44,US,0,1,0,0,0
u_002590,2026-04-10,organic,25-34,US,0,1,0,0,0
u_002591,2026-04-06,instagram,18-24,Other,0,1,0,1,1
u_002592,2026-04-26,organic,18-24,US,0,1,0,0,0
u_002593,2026-05-01,instagram,18-24,US,1,0,1,1,0
u_002594,2026-04-24,tiktok,25-34,US,1,0,1,1,0
u_002595,2026-04-29,instagram,18-24,US,1,0,1,0,0
u_002596,2026-04-20,search,18-24,US,0,1,0,0,0
u_002597,2026-04-22,search,18-24,Australia,1,0,1,1,1
u_002598,2026-05-01,tiktok,18-24,Other,1,0,1,1,1
u_002599,2026-04-27,tiktok,25-34,US,1,1,1,1,0
u_002600,2026-04-30,campus,45+,UK,1,0,1,1,0
u_002601,2026-04-25,instagram,18-24,US,1,0,1,0,0
u_002602,2026-04-12,organic,25-34,US,1,1,0,0,1
u_002603,2026-04-24,tiktok,18-24,US,1,0,1,1,0
u_002604,2026-04-17,instagram,18-24,US,1,0,1,0,0
u_002605,2026-04-06,tiktok,18-24,US,0,1,0,0,0
u_002606,2026-04-15,creator,18-24,Canada,0,1,0,0,1
u_002607,2026-04-16,instagram,18-24,US,1,0,1,0,0
u_002608,2026-04-01,organic,25-34,US,1,1,1,1,1
u_002609,2026-04-13,referral,25-34,Canada,1,0,0,1,0
u_002610,2026-04-10,organic,35-44,US,1,1,0,0,0
u_002611,2026-04-10,creator,18-24,US,1,0,1,0,0
u_002612,2026-04-21,tiktok,35-44,US,0,1,0,0,0
