session_id,user_id,session_date,session_type,session_length_minutes,num_messages,main_topic,sentiment_score
s_u_002212_04,u_002212,2026-05-02,voice,0.2,2,motivation,0.132
s_u_002212_05,u_002212,2026-05-03,voice,2.68,4,general_checkin,0.061
s_u_002213_01,u_002213,2026-04-10,text,0.47,3,relationships,-0.445
s_u_002213_02,u_002213,2026-04-08,text,0.2,2,relationships,-0.206
s_u_002213_03,u_002213,2026-04-03,voice,0.2,3,motivation,-0.857
s_u_002213_04,u_002213,2026-04-03,voice,0.84,3,relationships,-0.759
s_u_002213_05,u_002213,2026-04-09,voice,0.5,3,relationships,-0.366
s_u_002214_01,u_002214,2026-04-23,voice,7.41,16,sleep,-0.512
s_u_002214_02,u_002214,2026-04-20,text,2.02,11,general_checkin,-0.326
s_u_002214_03,u_002214,2026-04-19,text,4.18,14,sleep,-0.446
s_u_002214_04,u_002214,2026-04-25,voice,3.97,3,sleep,0.077
s_u_002214_05,u_002214,2026-04-23,text,2.56,13,motivation,-0.039
s_u_002215_01,u_002215,2026-05-02,text,0.38,3,family,-0.13
s_u_002215_02,u_002215,2026-05-03,voice,0.23,2,family,-0.047
s_u_002215_03,u_002215,2026-05-06,voice,0.79,2,family,-0.337
s_u_002215_04,u_002215,2026-04-30,text,1.58,11,family,-0.327
s_u_002215_05,u_002215,2026-05-01,voice,0.2,2,family,-0.148
s_u_002215_06,u_002215,2026-05-04,voice,0.2,2,family,-0.213
s_u_002215_07,u_002215,2026-05-04,text,1.34,4,motivation,-0.353
s_u_002216_01,u_002216,2026-04-29,voice,2.82,4,motivation,0.093
s_u_002216_02,u_002216,2026-05-05,text,4.09,15,motivation,-0.133
s_u_002216_03,u_002216,2026-05-03,voice,0.2,2,general_checkin,-0.102
s_u_002216_04,u_002216,2026-05-03,text,1.68,12,motivation,-0.352
s_u_002216_05,u_002216,2026-05-04,text,3.65,13,motivation,-0.05
s_u_002217_01,u_002217,2026-04-21,voice,6.28,13,relationships,-0.554
s_u_002217_02,u_002217,2026-04-21,text,5.69,17,relationships,-0.683
s_u_002217_03,u_002217,2026-04-22,voice,2.65,7,relationships,-0.891
s_u_002218_01,u_002218,2026-05-02,voice,3.19,7,sleep,0.611
s_u_002218_02,u_002218,2026-04-28,text,2.91,9,sleep,0.413
s_u_002218_03,u_002218,2026-04-29,voice,6.73,13,sleep,0.421
s_u_002219_01,u_002219,2026-04-29,voice,2.33,5,career,-0.055
s_u_002220_01,u_002220,2026-04-29,voice,2.66,7,relationships,-0.434
s_u_002220_02,u_002220,2026-04-29,voice,1.51,7,motivation,-0.08
s_u_002221_01,u_002221,2026-04-25,voice,6.11,10,career,0.645
s_u_002221_02,u_002221,2026-04-22,text,2.97,10,career,0.416
s_u_002221_03,u_002221,2026-04-23,voice,5.94,16,general_checkin,0.207
s_u_002221_04,u_002221,2026-04-21,text,8.3,53,career,0.491
s_u_002221_05,u_002221,2026-04-25,voice,2.53,9,career,0.575
s_u_002221_06,u_002221,2026-04-21,voice,0.26,4,career,0.504
s_u_002221_07,u_002221,2026-04-19,voice,1.65,3,motivation,0.853
s_u_002221_08,u_002221,2026-04-22,voice,1.84,7,motivation,0.422
s_u_002222_01,u_002222,2026-04-09,voice,7.06,15,general_checkin,0.349
s_u_002222_02,u_002222,2026-04-13,voice,4.62,9,general_checkin,0.303
s_u_002222_03,u_002222,2026-04-11,text,1.54,8,general_checkin,0.083
s_u_002222_04,u_002222,2026-04-14,text,5.18,22,general_checkin,0.033
s_u_002222_05,u_002222,2026-04-14,text,2.11,10,general_checkin,0.538
s_u_002222_06,u_002222,2026-04-09,text,4.18,18,general_checkin,0.322
s_u_002222_07,u_002222,2026-04-10,text,8.28,35,motivation,0.077
s_u_002223_01,u_002223,2026-04-08,voice,3.76,11,motivation,-0.446
s_u_002223_02,u_002223,2026-04-06,voice,0.3,3,motivation,-0.263
s_u_002223_03,u_002223,2026-04-10,voice,0.2,2,motivation,-0.599
s_u_002223_04,u_002223,2026-04-05,voice,1.5,9,general_checkin,0.072
s_u_002223_05,u_002223,2026-04-05,text,2.56,11,motivation,-0.319
s_u_002224_01,u_002224,2026-04-13,text,0.2,4,motivation,-0.262
s_u_002225_01,u_002225,2026-04-08,voice,2.76,7,motivation,0.172
s_u_002226_01,u_002226,2026-04-25,voice,8.92,19,career,-0.02
s_u_002226_02,u_002226,2026-04-27,text,9.14,37,career,0.263
s_u_002226_03,u_002226,2026-04-26,voice,7.67,17,career,0.236
s_u_002226_04,u_002226,2026-04-30,voice,7.63,24,career,0.116
s_u_002226_05,u_002226,2026-04-30,text,4.36,15,career,0.358
s_u_002226_06,u_002226,2026-04-29,text,3.41,12,career,0.209
s_u_002226_07,u_002226,2026-04-27,text,7.11,30,general_checkin,0.227
s_u_002227_01,u_002227,2026-04-14,text,0.2,2,loneliness,-1.0
s_u_002227_02,u_002227,2026-04-13,voice,0.2,3,motivation,-0.733
s_u_002227_03,u_002227,2026-04-17,text,0.2,3,general_checkin,-0.74
s_u_002227_04,u_002227,2026-04-12,voice,2.05,7,loneliness,-1.0
s_u_002227_05,u_002227,2026-04-17,text,0.2,4,general_checkin,-0.662
s_u_002227_06,u_002227,2026-04-11,text,0.51,4,general_checkin,-0.597
s_u_002228_01,u_002228,2026-04-19,text,0.2,2,career,-0.012
s_u_002228_02,u_002228,2026-04-19,text,2.8,16,motivation,-0.229
s_u_002228_03,u_002228,2026-04-26,voice,1.16,2,career,-0.652
s_u_002228_04,u_002228,2026-04-22,text,0.3,2,career,-0.06
s_u_002228_05,u_002228,2026-04-19,voice,0.2,2,career,-0.102
s_u_002229_01,u_002229,2026-05-01,voice,3.36,11,motivation,0.299
s_u_002229_02,u_002229,2026-05-03,voice,0.2,2,motivation,0.604
s_u_002229_03,u_002229,2026-05-04,text,4.08,16,motivation,0.683
s_u_002229_04,u_002229,2026-05-06,text,4.44,11,general_checkin,0.455
s_u_002229_05,u_002229,2026-05-05,text,3.46,16,motivation,0.333
s_u_002229_06,u_002229,2026-04-29,text,0.62,3,motivation,0.4
s_u_002230_01,u_002230,2026-04-17,voice,2.31,2,relationships,-0.5
s_u_002230_02,u_002230,2026-04-17,voice,3.68,11,motivation,-0.929
s_u_002230_03,u_002230,2026-04-19,voice,2.79,7,general_checkin,-0.768
s_u_002230_04,u_002230,2026-04-23,text,0.48,3,relationships,-0.571
s_u_002230_05,u_002230,2026-04-18,voice,5.81,8,relationships,-0.744
s_u_002230_06,u_002230,2026-04-17,voice,0.2,3,general_checkin,-0.895
s_u_002230_07,u_002230,2026-04-23,voice,1.9,5,relationships,-0.768
s_u_002231_01,u_002231,2026-04-19,voice,15.82,21,career,0.161
s_u_002231_02,u_002231,2026-04-18,voice,6.62,9,career,0.395
s_u_002231_03,u_002231,2026-04-15,voice,14.0,37,career,0.178
s_u_002231_04,u_002231,2026-04-13,voice,9.3,19,career,0.097
s_u_002231_05,u_002231,2026-04-16,text,9.59,34,career,0.425
s_u_002231_06,u_002231,2026-04-12,voice,8.7,21,career,0.106
s_u_002232_01,u_002232,2026-05-05,voice,9.47,25,family,0.16
s_u_002232_02,u_002232,2026-05-02,text,7.36,25,general_checkin,0.798
s_u_002232_03,u_002232,2026-05-04,text,7.89,32,family,0.481
s_u_002232_04,u_002232,2026-05-06,voice,9.39,20,motivation,0.343
s_u_002232_05,u_002232,2026-04-30,voice,14.16,18,family,0.379
s_u_002232_06,u_002232,2026-05-07,voice,10.28,20,general_checkin,0.15
s_u_002232_07,u_002232,2026-05-02,text,6.08,19,family,0.198
s_u_002233_01,u_002233,2026-04-24,voice,0.22,3,general_checkin,0.695
s_u_002233_02,u_002233,2026-04-26,voice,0.2,2,general_checkin,0.178
s_u_002233_03,u_002233,2026-04-30,text,2.49,13,motivation,0.459
s_u_002233_04,u_002233,2026-04-24,text,0.2,2,general_checkin,0.633
s_u_002233_05,u_002233,2026-04-24,voice,0.2,3,general_checkin,0.4
s_u_002234_01,u_002234,2026-04-07,text,3.04,18,relationships,-0.301
s_u_002234_02,u_002234,2026-04-04,voice,7.09,18,relationships,-0.301
s_u_002235_01,u_002235,2026-04-30,voice,4.21,11,relationships,-0.58
s_u_002235_02,u_002235,2026-04-28,text,7.4,39,relationships,-0.232
s_u_002235_03,u_002235,2026-04-30,text,2.54,13,relationships,-0.247
s_u_002235_04,u_002235,2026-04-26,text,4.85,28,relationships,-0.779
s_u_002235_05,u_002235,2026-04-29,voice,7.03,18,relationships,-0.635
s_u_002235_06,u_002235,2026-05-02,voice,4.31,7,relationships,-0.601
s_u_002235_07,u_002235,2026-04-27,voice,5.5,13,relationships,-0.579
s_u_002235_08,u_002235,2026-05-01,voice,8.73,18,relationships,-0.434
s_u_002235_09,u_002235,2026-04-28,voice,4.9,9,relationships,-0.618
s_u_002235_10,u_002235,2026-04-27,text,4.4,17,relationships,-0.474
s_u_002235_11,u_002235,2026-04-29,text,2.28,5,general_checkin,-0.69
s_u_002236_01,u_002236,2026-04-26,text,2.36,12,motivation,0.138
s_u_002236_02,u_002236,2026-04-22,text,0.2,3,general_checkin,0.107
s_u_002236_03,u_002236,2026-04-21,text,0.2,4,general_checkin,0.248
s_u_002236_04,u_002236,2026-04-22,voice,1.99,5,motivation,0.014
s_u_002237_01,u_002237,2026-04-23,text,1.68,6,school_stress,-0.099
s_u_002237_02,u_002237,2026-04-17,text,2.82,8,school_stress,-0.074
s_u_002238_01,u_002238,2026-04-19,voice,8.31,16,relationships,0.201
s_u_002238_02,u_002238,2026-04-13,voice,7.11,10,relationships,-0.093
s_u_002238_03,u_002238,2026-04-13,text,8.47,27,relationships,0.19
s_u_002238_04,u_002238,2026-04-20,text,6.77,18,relationships,0.111
s_u_002239_01,u_002239,2026-04-08,voice,3.41,6,relationships,-0.537
s_u_002240_01,u_002240,2026-05-02,voice,4.21,7,career,-0.986
s_u_002240_02,u_002240,2026-05-06,text,5.66,25,career,-0.668
s_u_002240_03,u_002240,2026-05-05,text,1.81,12,career,-0.321
s_u_002240_04,u_002240,2026-05-03,text,4.24,15,career,-0.552
s_u_002240_05,u_002240,2026-05-03,text,2.92,15,motivation,-0.599
s_u_002240_06,u_002240,2026-05-03,voice,1.9,5,career,-0.223
s_u_002240_07,u_002240,2026-05-05,text,4.95,14,career,-0.508
s_u_002241_01,u_002241,2026-04-12,voice,3.0,7,motivation,0.342
s_u_002241_02,u_002241,2026-04-08,voice,5.7,12,motivation,0.043
s_u_002241_03,u_002241,2026-04-08,voice,4.71,10,general_checkin,0.388
s_u_002241_04,u_002241,2026-04-13,voice,6.72,13,motivation,0.137
s_u_002241_05,u_002241,2026-04-14,text,5.14,18,general_checkin,-0.246
s_u_002242_01,u_002242,2026-04-29,voice,5.3,12,school_stress,0.143
s_u_002242_02,u_002242,2026-04-26,text,4.14,16,general_checkin,0.227
s_u_002242_03,u_002242,2026-04-30,text,8.12,30,school_stress,0.262
s_u_002242_04,u_002242,2026-05-01,text,0.2,2,school_stress,0.244
s_u_002242_05,u_002242,2026-05-02,voice,4.6,13,school_stress,0.197
s_u_002243_01,u_002243,2026-04-22,voice,5.1,12,relationships,-0.492
s_u_002243_02,u_002243,2026-04-23,text,4.11,21,relationships,-0.304
s_u_002243_03,u_002243,2026-04-21,voice,1.16,5,relationships,-0.341
s_u_002243_04,u_002243,2026-04-24,text,4.96,14,general_checkin,-0.195
s_u_002243_05,u_002243,2026-04-18,voice,6.26,16,relationships,-0.438
s_u_002243_06,u_002243,2026-04-22,voice,0.2,2,relationships,-0.472
s_u_002243_07,u_002243,2026-04-19,voice,5.48,9,general_checkin,-0.705
s_u_002244_01,u_002244,2026-05-07,voice,1.77,6,motivation,-0.009
s_u_002244_02,u_002244,2026-05-02,text,1.8,11,motivation,0.429
s_u_002244_03,u_002244,2026-05-05,voice,4.15,12,motivation,0.215
s_u_002245_01,u_002245,2026-05-08,text,1.77,6,family,0.647
s_u_002245_02,u_002245,2026-05-06,text,1.1,7,general_checkin,0.022
s_u_002246_01,u_002246,2026-04-27,voice,18.76,37,family,-0.429
s_u_002246_02,u_002246,2026-04-23,text,11.37,43,family,-0.525
s_u_002246_03,u_002246,2026-04-27,voice,12.32,21,general_checkin,-0.191
s_u_002246_04,u_002246,2026-04-20,text,13.6,41,family,-0.696
s_u_002246_05,u_002246,2026-04-23,voice,13.62,31,general_checkin,-0.619
s_u_002247_01,u_002247,2026-04-08,voice,3.24,9,loneliness,-0.557
s_u_002247_02,u_002247,2026-04-11,voice,4.74,9,loneliness,-0.965
s_u_002247_03,u_002247,2026-04-08,voice,6.55,16,loneliness,-0.906
s_u_002247_04,u_002247,2026-04-13,voice,1.4,4,loneliness,-0.952
s_u_002248_01,u_002248,2026-04-13,voice,3.89,8,school_stress,-0.435
s_u_002248_02,u_002248,2026-04-15,text,1.6,9,school_stress,-0.163
s_u_002248_03,u_002248,2026-04-13,voice,1.96,8,school_stress,-0.48
s_u_002248_04,u_002248,2026-04-09,text,5.38,24,school_stress,-0.771
s_u_002249_01,u_002249,2026-04-29,voice,5.95,10,loneliness,0.003
s_u_002249_02,u_002249,2026-04-30,text,2.87,12,loneliness,-0.185
s_u_002249_03,u_002249,2026-04-27,text,5.15,17,loneliness,-0.285
s_u_002249_04,u_002249,2026-04-30,voice,6.34,12,loneliness,0.063
s_u_002250_01,u_002250,2026-04-15,voice,3.15,11,sleep,-0.475
s_u_002250_02,u_002250,2026-04-18,text,0.2,3,sleep,-0.202
s_u_002250_03,u_002250,2026-04-18,voice,4.98,9,sleep,-0.248
s_u_002250_04,u_002250,2026-04-18,text,0.2,2,general_checkin,-0.221
s_u_002251_01,u_002251,2026-05-02,voice,3.01,5,loneliness,0.551
s_u_002251_02,u_002251,2026-05-03,voice,0.78,3,loneliness,0.304
s_u_002251_03,u_002251,2026-05-04,text,2.74,13,loneliness,0.595
s_u_002252_01,u_002252,2026-05-05,voice,3.09,4,school_stress,-0.15
s_u_002252_02,u_002252,2026-05-06,text,0.68,6,motivation,-0.315
s_u_002253_01,u_002253,2026-04-28,voice,1.65,6,family,0.857
s_u_002253_02,u_002253,2026-05-02,text,4.62,24,family,0.802
s_u_002253_03,u_002253,2026-04-29,voice,4.1,7,family,0.487
s_u_002253_04,u_002253,2026-05-02,voice,3.55,6,family,0.737
s_u_002254_01,u_002254,2026-04-30,voice,8.78,14,school_stress,-0.412
s_u_002254_02,u_002254,2026-05-05,text,6.03,22,school_stress,-0.451
s_u_002254_03,u_002254,2026-04-28,text,3.56,14,motivation,-0.111
s_u_002254_04,u_002254,2026-05-04,text,6.34,28,school_stress,-0.291
s_u_002255_01,u_002255,2026-04-22,voice,0.2,2,school_stress,0.293
s_u_002255_02,u_002255,2026-04-17,text,1.86,14,motivation,0.506
s_u_002255_03,u_002255,2026-04-23,voice,3.73,5,school_stress,0.301
s_u_002256_01,u_002256,2026-04-18,text,2.73,6,school_stress,-0.309
s_u_002256_02,u_002256,2026-04-17,voice,0.48,2,general_checkin,-0.083
s_u_002256_03,u_002256,2026-04-12,voice,5.22,12,motivation,-0.12
s_u_002256_04,u_002256,2026-04-15,text,0.2,2,school_stress,-0.114
s_u_002256_05,u_002256,2026-04-19,text,0.32,3,school_stress,-0.291
s_u_002256_06,u_002256,2026-04-16,text,1.63,9,motivation,0.073
s_u_002256_07,u_002256,2026-04-18,text,3.75,17,school_stress,-0.004
s_u_002256_08,u_002256,2026-04-17,voice,0.2,2,school_stress,0.034
s_u_002257_01,u_002257,2026-04-14,voice,2.08,8,general_checkin,0.71
s_u_002257_02,u_002257,2026-04-13,voice,3.81,6,general_checkin,0.392
s_u_002258_01,u_002258,2026-04-29,voice,0.66,2,loneliness,0.611
s_u_002258_02,u_002258,2026-05-03,text,5.14,22,motivation,0.681
s_u_002258_03,u_002258,2026-05-02,voice,2.99,11,general_checkin,0.711
s_u_002258_04,u_002258,2026-05-01,voice,0.24,3,loneliness,0.679
s_u_002258_05,u_002258,2026-04-30,voice,0.2,2,general_checkin,0.44
s_u_002259_01,u_002259,2026-04-07,voice,0.98,3,motivation,0.142
s_u_002259_02,u_002259,2026-04-08,voice,4.03,14,motivation,0.11
s_u_002259_03,u_002259,2026-04-06,voice,2.07,4,motivation,0.209
s_u_002260_01,u_002260,2026-04-25,voice,1.58,4,school_stress,-0.75
s_u_002260_02,u_002260,2026-04-29,voice,0.2,3,general_checkin,-0.561
s_u_002260_03,u_002260,2026-04-27,text,0.2,2,school_stress,-0.936
s_u_002260_04,u_002260,2026-04-30,voice,0.2,3,school_stress,-0.62
s_u_002261_01,u_002261,2026-04-20,voice,3.39,13,school_stress,-0.627
s_u_002261_02,u_002261,2026-04-21,text,1.87,9,school_stress,-0.696
s_u_002261_03,u_002261,2026-04-24,text,0.59,4,school_stress,-0.814
s_u_002261_04,u_002261,2026-04-20,voice,1.5,4,school_stress,-0.704
s_u_002262_01,u_002262,2026-04-09,voice,8.69,10,loneliness,-0.403
s_u_002262_02,u_002262,2026-04-04,text,7.56,35,loneliness,-0.382
s_u_002262_03,u_002262,2026-04-08,text,9.61,36,loneliness,-0.179
s_u_002262_04,u_002262,2026-04-07,text,6.62,22,loneliness,-0.182
s_u_002263_01,u_002263,2026-04-29,voice,0.2,4,family,-0.212
s_u_002264_01,u_002264,2026-04-11,voice,4.88,7,relationships,-0.654
s_u_002264_02,u_002264,2026-04-10,voice,6.41,20,relationships,-0.544
s_u_002265_01,u_002265,2026-04-10,voice,4.2,9,motivation,0.375
s_u_002265_02,u_002265,2026-04-11,text,0.5,4,motivation,0.017
s_u_002265_03,u_002265,2026-04-13,text,3.3,15,general_checkin,0.622
s_u_002265_04,u_002265,2026-04-13,text,7.89,21,motivation,0.275
s_u_002265_05,u_002265,2026-04-10,voice,2.62,6,motivation,0.495
s_u_002266_01,u_002266,2026-04-07,voice,10.54,25,motivation,0.415
s_u_002266_02,u_002266,2026-04-11,text,9.39,32,motivation,0.158
s_u_002266_03,u_002266,2026-04-12,voice,6.49,14,motivation,0.33
s_u_002266_04,u_002266,2026-04-12,voice,6.12,10,motivation,0.32
s_u_002266_05,u_002266,2026-04-11,text,11.58,37,motivation,0.598
s_u_002266_06,u_002266,2026-04-09,text,5.09,28,motivation,0.388
s_u_002266_07,u_002266,2026-04-14,text,5.19,21,motivation,0.067
s_u_002267_01,u_002267,2026-04-28,voice,2.66,4,loneliness,0.141
s_u_002267_02,u_002267,2026-04-30,voice,2.13,8,loneliness,0.052
s_u_002267_03,u_002267,2026-04-25,voice,4.0,7,loneliness,-0.031
s_u_002267_04,u_002267,2026-04-26,text,3.31,9,loneliness,0.051
s_u_002268_01,u_002268,2026-04-14,voice,0.2,2,general_checkin,-0.354
s_u_002268_02,u_002268,2026-04-14,voice,0.64,2,general_checkin,-0.079
s_u_002268_03,u_002268,2026-04-17,text,1.63,8,general_checkin,-0.227
s_u_002268_04,u_002268,2026-04-18,voice,0.2,2,general_checkin,-0.297
s_u_002268_05,u_002268,2026-04-13,voice,2.72,10,general_checkin,-0.552
s_u_002269_01,u_002269,2026-05-03,voice,0.66,5,loneliness,-0.918
s_u_002269_02,u_002269,2026-05-02,voice,3.42,6,loneliness,-0.227
s_u_002269_03,u_002269,2026-04-30,text,4.01,15,loneliness,-0.739
s_u_002269_04,u_002269,2026-05-06,text,0.22,3,loneliness,-0.598
s_u_002269_05,u_002269,2026-05-01,text,5.9,25,motivation,-0.752
s_u_002270_01,u_002270,2026-04-19,text,0.97,4,sleep,0.106
s_u_002270_02,u_002270,2026-04-20,text,0.2,2,motivation,0.072
s_u_002270_03,u_002270,2026-04-21,voice,2.85,7,general_checkin,0.151
s_u_002270_04,u_002270,2026-04-19,text,1.15,6,motivation,-0.454
s_u_002270_05,u_002270,2026-04-22,voice,0.2,2,sleep,-0.15
s_u_002270_06,u_002270,2026-04-24,text,1.56,9,sleep,-0.467
s_u_002271_01,u_002271,2026-05-03,voice,10.64,21,school_stress,-0.861
s_u_002271_02,u_002271,2026-05-05,voice,10.22,21,school_stress,-1.0
s_u_002271_03,u_002271,2026-05-04,voice,12.2,19,school_stress,-0.685
s_u_002272_01,u_002272,2026-04-26,voice,10.31,18,general_checkin,-0.429
s_u_002272_02,u_002272,2026-04-28,voice,3.47,6,motivation,-0.217
s_u_002272_03,u_002272,2026-04-30,voice,6.66,17,general_checkin,-0.532
s_u_002272_04,u_002272,2026-04-23,text,5.39,27,motivation,-0.612
s_u_002273_01,u_002273,2026-05-07,text,1.37,7,general_checkin,-0.209
s_u_002273_02,u_002273,2026-05-04,text,0.2,2,general_checkin,-0.373
s_u_002273_03,u_002273,2026-05-03,text,0.2,2,general_checkin,-0.109
s_u_002274_01,u_002274,2026-04-18,voice,11.18,18,relationships,-0.227
s_u_002274_02,u_002274,2026-04-17,voice,10.16,14,general_checkin,-0.517
s_u_002275_01,u_002275,2026-04-30,text,1.61,10,school_stress,-0.092
s_u_002275_02,u_002275,2026-04-25,text,1.5,8,school_stress,-0.398
s_u_002276_01,u_002276,2026-04-28,voice,7.81,15,relationships,-0.778
s_u_002276_02,u_002276,2026-04-28,text,9.7,29,relationships,-0.839
s_u_002276_03,u_002276,2026-04-24,voice,13.66,24,general_checkin,-0.608
s_u_002277_01,u_002277,2026-04-24,text,6.73,21,loneliness,-0.273
s_u_002277_02,u_002277,2026-04-29,voice,0.2,2,loneliness,-0.578
s_u_002277_03,u_002277,2026-04-28,voice,1.41,6,loneliness,-0.207
s_u_002277_04,u_002277,2026-04-23,text,1.16,5,loneliness,-0.119
s_u_002277_05,u_002277,2026-04-30,voice,0.2,2,motivation,-0.254
s_u_002277_06,u_002277,2026-04-30,voice,4.5,11,loneliness,-0.403
s_u_002277_07,u_002277,2026-04-28,text,2.23,11,loneliness,-0.222
s_u_002278_01,u_002278,2026-05-07,voice,1.03,5,motivation,-0.22
s_u_002278_02,u_002278,2026-05-03,text,1.29,5,general_checkin,-0.05
s_u_002279_01,u_002279,2026-04-13,voice,7.16,11,career,-0.37
s_u_002279_02,u_002279,2026-04-18,text,5.97,30,motivation,-0.556
s_u_002279_03,u_002279,2026-04-15,text,1.03,4,career,-0.298
s_u_002280_01,u_002280,2026-04-11,voice,0.2,2,school_stress,-0.423
s_u_002280_02,u_002280,2026-04-16,text,0.2,3,school_stress,-0.234
s_u_002281_01,u_002281,2026-04-04,voice,11.24,21,family,-0.005
s_u_002281_02,u_002281,2026-04-04,voice,11.0,22,family,0.405
s_u_002281_03,u_002281,2026-04-11,voice,8.79,17,general_checkin,0.042
s_u_002281_04,u_002281,2026-04-04,voice,5.93,14,family,0.095
s_u_002281_05,u_002281,2026-04-07,voice,5.82,17,family,0.292
s_u_002282_01,u_002282,2026-04-18,voice,1.65,5,motivation,0.303
s_u_002282_02,u_002282,2026-04-18,voice,0.4,2,general_checkin,0.767
s_u_002283_01,u_002283,2026-04-07,voice,12.73,24,general_checkin,0.274
s_u_002283_02,u_002283,2026-04-09,voice,14.0,27,general_checkin,0.069
s_u_002283_03,u_002283,2026-04-10,text,5.34,24,general_checkin,0.474
s_u_002283_04,u_002283,2026-04-10,text,14.54,56,general_checkin,0.041
s_u_002283_05,u_002283,2026-04-05,voice,14.77,29,general_checkin,0.306
s_u_002283_06,u_002283,2026-04-12,text,11.35,40,general_checkin,0.157
s_u_002283_07,u_002283,2026-04-07,voice,12.5,35,general_checkin,0.361
s_u_002284_01,u_002284,2026-04-27,text,0.71,3,career,0.341
s_u_002284_02,u_002284,2026-04-29,voice,2.27,4,career,-0.165
s_u_002285_01,u_002285,2026-04-29,voice,4.31,5,family,0.446
s_u_002285_02,u_002285,2026-05-02,text,0.2,3,family,0.338
s_u_002285_03,u_002285,2026-05-02,text,2.32,11,general_checkin,0.554
s_u_002285_04,u_002285,2026-04-30,text,4.67,15,general_checkin,0.409
s_u_002285_05,u_002285,2026-04-30,text,6.31,31,family,0.495
s_u_002285_06,u_002285,2026-04-27,voice,1.4,2,family,0.072
s_u_002286_01,u_002286,2026-05-05,voice,4.97,13,loneliness,1.0
s_u_002286_02,u_002286,2026-05-05,voice,7.05,11,loneliness,0.729
s_u_002287_01,u_002287,2026-04-28,text,0.62,3,career,-0.24
s_u_002287_02,u_002287,2026-04-28,text,0.57,3,career,0.124
s_u_002288_01,u_002288,2026-04-23,voice,4.34,11,motivation,-0.076
s_u_002288_02,u_002288,2026-04-23,text,1.62,7,motivation,-0.073
s_u_002288_03,u_002288,2026-04-22,voice,0.2,3,motivation,-0.297
s_u_002288_04,u_002288,2026-04-24,voice,3.26,12,general_checkin,-0.304
s_u_002288_05,u_002288,2026-04-19,voice,4.65,10,motivation,-0.28
s_u_002289_01,u_002289,2026-04-10,voice,0.2,2,school_stress,-0.01
s_u_002289_02,u_002289,2026-04-15,text,3.1,11,school_stress,0.085
s_u_002289_03,u_002289,2026-04-09,text,2.31,12,school_stress,-0.037
s_u_002289_04,u_002289,2026-04-10,voice,3.32,8,school_stress,-0.134
s_u_002289_05,u_002289,2026-04-10,voice,1.83,4,school_stress,0.332
s_u_002289_06,u_002289,2026-04-09,voice,0.2,2,school_stress,-0.217
s_u_002289_07,u_002289,2026-04-11,voice,2.63,9,school_stress,0.2
s_u_002290_01,u_002290,2026-04-28,voice,2.36,7,sleep,-0.536
s_u_002290_02,u_002290,2026-05-01,voice,1.75,4,sleep,-0.497
s_u_002290_03,u_002290,2026-04-29,voice,2.85,6,sleep,-0.585
s_u_002290_04,u_002290,2026-05-03,text,3.23,11,sleep,-0.561
s_u_002290_05,u_002290,2026-04-27,text,7.04,26,general_checkin,-0.583
s_u_002291_01,u_002291,2026-04-30,voice,9.89,21,school_stress,-0.574
s_u_002291_02,u_002291,2026-04-29,text,7.61,34,school_stress,-0.384
s_u_002291_03,u_002291,2026-04-30,text,6.93,23,school_stress,-0.681
s_u_002291_04,u_002291,2026-04-28,text,8.47,32,school_stress,-0.683
s_u_002291_05,u_002291,2026-04-30,voice,4.76,12,school_stress,-0.824
s_u_002292_01,u_002292,2026-04-17,voice,0.59,2,career,0.59
s_u_002293_01,u_002293,2026-04-11,voice,6.17,14,sleep,0.008
s_u_002293_02,u_002293,2026-04-16,voice,4.11,11,sleep,0.12
s_u_002294_01,u_002294,2026-04-20,voice,3.11,9,sleep,-0.521
s_u_002294_02,u_002294,2026-04-18,voice,0.2,3,sleep,-0.308
s_u_002294_03,u_002294,2026-04-20,text,4.32,18,sleep,-0.192
s_u_002294_04,u_002294,2026-04-23,text,6.85,17,sleep,-0.089
s_u_002295_01,u_002295,2026-04-18,voice,0.2,2,general_checkin,-0.767
s_u_002295_02,u_002295,2026-04-17,voice,4.97,9,general_checkin,-0.903
s_u_002295_03,u_002295,2026-04-20,voice,3.75,5,general_checkin,-1.0
s_u_002296_01,u_002296,2026-04-14,voice,10.01,17,school_stress,-0.11
s_u_002296_02,u_002296,2026-04-15,voice,3.42,5,school_stress,-0.23
s_u_002296_03,u_002296,2026-04-17,text,5.22,25,school_stress,-0.002
s_u_002296_04,u_002296,2026-04-16,voice,3.18,8,general_checkin,0.111
s_u_002296_05,u_002296,2026-04-12,voice,5.43,10,school_stress,-0.14
s_u_002296_06,u_002296,2026-04-11,voice,3.61,13,general_checkin,-0.227
s_u_002297_01,u_002297,2026-04-25,voice,3.24,9,school_stress,0.397
s_u_002297_02,u_002297,2026-04-21,text,3.91,13,school_stress,0.009
s_u_002297_03,u_002297,2026-04-23,text,3.2,15,school_stress,0.54
s_u_002297_04,u_002297,2026-04-24,text,0.2,3,school_stress,-0.003
s_u_002298_01,u_002298,2026-04-21,voice,2.38,5,general_checkin,-0.665
s_u_002298_02,u_002298,2026-04-19,voice,4.13,10,motivation,-1.0
s_u_002299_01,u_002299,2026-04-06,voice,1.11,3,career,0.021
s_u_002299_02,u_002299,2026-04-03,text,2.36,4,career,-0.062
