user_id,first_topic,topic_cluster,contains_crisis_language,contains_relationship_topic,contains_school_topic,contains_loneliness_topic
u_001447,relationships,relationships,False,True,False,False
u_001448,school_stress,school,False,False,True,False
u_001449,loneliness,emotional_support,False,False,False,True
u_001450,motivation,self_improvement,False,False,False,False
u_001451,motivation,self_improvement,False,False,False,False
u_001452,school_stress,school,False,False,True,False
u_001453,relationships,relationships,False,True,False,False
u_001454,motivation,self_improvement,False,False,False,False
u_001455,relationships,relationships,False,True,False,False
u_001456,relationships,relationships,False,True,False,False
u_001457,motivation,self_improvement,False,False,False,False
u_001458,motivation,self_improvement,False,False,False,False
u_001459,loneliness,emotional_support,False,False,False,True
u_001460,career,career,False,False,False,False
u_001461,school_stress,school,False,False,True,False
u_001462,school_stress,school,False,False,True,False
u_001463,sleep,wellness,False,False,False,False
u_001464,relationships,relationships,False,True,False,False
u_001465,school_stress,school,False,False,True,False
u_001466,school_stress,school,False,False,True,False
u_001467,sleep,wellness,False,False,False,False
u_001468,school_stress,school,False,False,True,False
u_001469,general_checkin,reflection,False,False,False,False
u_001470,family,relationships,False,True,False,False
u_001471,motivation,self_improvement,False,False,False,False
u_001472,relationships,relationships,False,True,False,False
u_001473,school_stress,school,False,False,True,False
u_001474,school_stress,school,False,False,True,False
u_001475,general_checkin,reflection,False,False,False,False
u_001476,general_checkin,reflection,False,False,False,False
u_001477,motivation,self_improvement,False,False,False,False
u_001478,relationships,relationships,False,True,False,False
u_001479,sleep,wellness,False,False,False,False
u_001480,relationships,relationships,False,True,False,False
u_001481,career,career,False,False,False,False
u_001482,sleep,wellness,False,False,False,False
u_001483,loneliness,emotional_support,False,False,False,True
u_001484,motivation,self_improvement,False,False,False,False
u_001485,school_stress,school,False,False,True,False
u_001486,general_checkin,reflection,False,False,False,False
u_001487,school_stress,school,False,False,True,False
u_001488,motivation,self_improvement,False,False,False,False
u_001489,career,career,False,False,False,False
u_001490,general_checkin,reflection,False,False,False,False
u_001491,relationships,relationships,False,True,False,False
u_001492,school_stress,school,False,False,True,False
u_001493,relationships,relationships,False,True,False,False
u_001494,general_checkin,reflection,False,False,False,False
u_001495,school_stress,school,False,False,True,False
u_001496,career,career,False,False,False,False
u_001497,family,relationships,False,True,False,False
u_001498,sleep,wellness,False,False,False,False
u_001499,career,career,False,False,False,False
u_001500,relationships,relationships,False,True,False,False
u_001501,school_stress,school,False,False,True,False
u_001502,school_stress,school,False,False,True,False
u_001503,career,career,False,False,False,False
u_001504,family,relationships,False,True,False,False
u_001505,relationships,relationships,False,True,False,False
u_001506,motivation,self_improvement,False,False,False,False
u_001507,motivation,self_improvement,False,False,False,False
u_001508,relationships,relationships,False,True,False,False
u_001509,career,career,False,False,False,False
u_001510,motivation,self_improvement,False,False,False,False
u_001511,relationships,relationships,False,True,False,False
u_001512,school_stress,school,False,False,True,False
u_001513,motivation,self_improvement,False,False,False,False
u_001514,motivation,self_improvement,False,False,False,False
u_001515,relationships,relationships,False,True,False,False
u_001516,school_stress,school,False,False,True,False
u_001517,motivation,self_improvement,False,False,False,False
u_001518,career,career,False,False,False,False
u_001519,school_stress,school,False,False,True,False
u_001520,career,career,False,False,False,False
u_001521,motivation,self_improvement,False,False,False,False
u_001522,family,relationships,False,True,False,False
u_001523,career,career,False,False,False,False
u_001524,career,career,False,False,False,False
u_001525,motivation,self_improvement,False,False,False,False
u_001526,general_checkin,reflection,False,False,False,False
u_001527,relationships,relationships,False,True,False,False
u_001528,career,career,False,False,False,False
u_001529,relationships,relationships,False,True,False,False
u_001530,school_stress,school,False,False,True,False
u_001531,loneliness,emotional_support,True,False,False,True
u_001532,career,career,False,False,False,False
u_001533,relationships,relationships,True,True,False,False
u_001534,general_checkin,reflection,False,False,False,False
u_001535,motivation,self_improvement,False,False,False,False
u_001536,general_checkin,reflection,False,False,False,False
u_001537,sleep,wellness,False,False,False,False
u_001538,sleep,wellness,False,False,False,False
u_001539,school_stress,school,False,False,True,False
u_001540,loneliness,emotional_support,False,False,False,True
u_001541,general_checkin,reflection,False,False,False,False
u_001542,relationships,relationships,False,True,False,False
u_001543,relationships,relationships,False,True,False,False
u_001544,motivation,self_improvement,False,False,False,False
u_001545,relationships,relationships,False,True,False,False
u_001546,loneliness,emotional_support,False,False,False,True
u_001547,school_stress,school,False,False,True,False
u_001548,career,career,False,False,False,False
u_001549,general_checkin,reflection,False,False,False,False
u_001550,loneliness,emotional_support,False,False,False,True
u_001551,career,career,False,False,False,False
u_001552,school_stress,school,False,False,True,False
u_001553,relationships,relationships,False,True,False,False
u_001554,motivation,self_improvement,False,False,False,False
u_001555,relationships,relationships,False,True,False,False
u_001556,school_stress,school,False,False,True,False
u_001557,school_stress,school,True,False,True,False
u_001558,general_checkin,reflection,False,False,False,False
u_001559,relationships,relationships,False,True,False,False
u_001560,family,relationships,False,True,False,False
u_001561,school_stress,school,False,False,True,False
u_001562,general_checkin,reflection,False,False,False,False
u_001563,school_stress,school,False,False,True,False
u_001564,loneliness,emotional_support,False,False,False,True
u_001565,school_stress,school,False,False,True,False
u_001566,school_stress,school,False,False,True,False
u_001567,relationships,relationships,False,True,False,False
u_001568,career,career,False,False,False,False
u_001569,general_checkin,reflection,False,False,False,False
u_001570,sleep,wellness,False,False,False,False
u_001571,career,career,False,False,False,False
u_001572,loneliness,emotional_support,True,False,False,True
u_001573,motivation,self_improvement,False,False,False,False
u_001574,school_stress,school,False,False,True,False
u_001575,sleep,wellness,False,False,False,False
u_001576,relationships,relationships,False,True,False,False
u_001577,relationships,relationships,False,True,False,False
u_001578,motivation,self_improvement,False,False,False,False
u_001579,general_checkin,reflection,False,False,False,False
u_001580,motivation,self_improvement,False,False,False,False
u_001581,general_checkin,reflection,False,False,False,False
u_001582,sleep,wellness,False,False,False,False
u_001583,motivation,self_improvement,False,False,False,False
u_001584,relationships,relationships,False,True,False,False
u_001585,motivation,self_improvement,False,False,False,False
u_001586,relationships,relationships,False,True,False,False
u_001587,loneliness,emotional_support,False,False,False,True
u_001588,relationships,relationships,False,True,False,False
u_001589,loneliness,emotional_support,True,False,False,True
u_001590,relationships,relationships,False,True,False,False
u_001591,general_checkin,reflection,False,False,False,False
u_001592,motivation,self_improvement,False,False,False,False
u_001593,relationships,relationships,False,True,False,False
u_001594,school_stress,school,False,False,True,False
u_001595,loneliness,emotional_support,False,False,False,True
u_001596,family,relationships,False,True,False,False
u_001597,relationships,relationships,False,True,False,False
u_001598,school_stress,school,False,False,True,False
u_001599,school_stress,school,False,False,True,False
u_001600,sleep,wellness,False,False,False,False
u_001601,loneliness,emotional_support,False,False,False,True
u_001602,school_stress,school,False,False,True,False
u_001603,sleep,wellness,False,False,False,False
u_001604,school_stress,school,False,False,True,False
u_001605,sleep,wellness,False,False,False,False
u_001606,family,relationships,False,True,False,False
u_001607,motivation,self_improvement,False,False,False,False
u_001608,general_checkin,reflection,False,False,False,False
u_001609,career,career,False,False,False,False
u_001610,relationships,relationships,False,True,False,False
u_001611,career,career,False,False,False,False
u_001612,sleep,wellness,False,False,False,False
u_001613,career,career,False,False,False,False
u_001614,family,relationships,False,True,False,False
u_001615,relationships,relationships,False,True,False,False
u_001616,sleep,wellness,False,False,False,False
u_001617,school_stress,school,False,False,True,False
u_001618,school_stress,school,False,False,True,False
u_001619,family,relationships,False,True,False,False
u_001620,relationships,relationships,False,True,False,False
u_001621,relationships,relationships,False,True,False,False
u_001622,relationships,relationships,False,True,False,False
u_001623,motivation,self_improvement,False,False,False,False
u_001624,career,career,False,False,False,False
u_001625,general_checkin,reflection,False,False,False,False
u_001626,school_stress,school,False,False,True,False
u_001627,school_stress,school,False,False,True,False
u_001628,relationships,relationships,False,True,False,False
u_001629,school_stress,school,False,False,True,False
u_001630,motivation,self_improvement,False,False,False,False
u_001631,general_checkin,reflection,False,False,False,False
u_001632,school_stress,school,False,False,True,False
u_001633,school_stress,school,False,False,True,False
u_001634,family,relationships,False,True,False,False
u_001635,motivation,self_improvement,False,False,False,False
u_001636,family,relationships,False,True,False,False
u_001637,relationships,relationships,False,True,False,False
u_001638,school_stress,school,False,False,True,False
u_001639,motivation,self_improvement,False,False,False,False
u_001640,motivation,self_improvement,False,False,False,False
u_001641,general_checkin,reflection,False,False,False,False
u_001642,school_stress,school,False,False,True,False
u_001643,general_checkin,reflection,False,False,False,False
u_001644,career,career,False,False,False,False
u_001645,relationships,relationships,False,True,False,False
u_001646,general_checkin,reflection,False,False,False,False
u_001647,sleep,wellness,False,False,False,False
u_001648,loneliness,emotional_support,True,False,False,True
u_001649,relationships,relationships,False,True,False,False
u_001650,general_checkin,reflection,False,False,False,False
u_001651,motivation,self_improvement,False,False,False,False
u_001652,school_stress,school,False,False,True,False
u_001653,career,career,False,False,False,False
u_001654,career,career,False,False,False,False
u_001655,motivation,self_improvement,False,False,False,False
u_001656,career,career,False,False,False,False
u_001657,school_stress,school,False,False,True,False
u_001658,career,career,False,False,False,False
u_001659,family,relationships,False,True,False,False
u_001660,career,career,False,False,False,False
u_001661,sleep,wellness,False,False,False,False
u_001662,motivation,self_improvement,False,False,False,False
u_001663,motivation,self_improvement,False,False,False,False
u_001664,career,career,False,False,False,False
u_001665,motivation,self_improvement,False,False,False,False
u_001666,career,career,False,False,False,False
u_001667,family,relationships,False,True,False,False
u_001668,relationships,relationships,False,True,False,False
u_001669,loneliness,emotional_support,False,False,False,True
u_001670,sleep,wellness,False,False,False,False
u_001671,relationships,relationships,False,True,False,False
u_001672,loneliness,emotional_support,False,False,False,True
u_001673,school_stress,school,False,False,True,False
u_001674,school_stress,school,False,False,True,False
u_001675,loneliness,emotional_support,False,False,False,True
u_001676,relationships,relationships,False,True,False,False
u_001677,school_stress,school,False,False,True,False
u_001678,general_checkin,reflection,False,False,False,False
u_001679,motivation,self_improvement,False,False,False,False
u_001680,family,relationships,False,True,False,False
u_001681,relationships,relationships,False,True,False,False
u_001682,school_stress,school,False,False,True,False
u_001683,relationships,relationships,False,True,False,False
u_001684,school_stress,school,False,False,True,False
u_001685,relationships,relationships,False,True,False,False
u_001686,school_stress,school,False,False,True,False
u_001687,relationships,relationships,False,True,False,False
u_001688,general_checkin,reflection,False,False,False,False
u_001689,loneliness,emotional_support,False,False,False,True
u_001690,sleep,wellness,False,False,False,False
u_001691,career,career,False,False,False,False
u_001692,school_stress,school,False,False,True,False
u_001693,loneliness,emotional_support,False,False,False,True
u_001694,relationships,relationships,False,True,False,False
u_001695,sleep,wellness,False,False,False,False
u_001696,sleep,wellness,False,False,False,False
u_001697,school_stress,school,False,False,True,False
u_001698,motivation,self_improvement,False,False,False,False
u_001699,career,career,False,False,False,False
u_001700,motivation,self_improvement,False,False,False,False
u_001701,career,career,False,False,False,False
u_001702,loneliness,emotional_support,False,False,False,True
u_001703,general_checkin,reflection,False,False,False,False
u_001704,general_checkin,reflection,False,False,False,False
u_001705,school_stress,school,False,False,True,False
u_001706,school_stress,school,False,False,True,False
u_001707,family,relationships,False,True,False,False
u_001708,career,career,False,False,False,False
u_001709,family,relationships,False,True,False,False
u_001710,relationships,relationships,False,True,False,False
u_001711,general_checkin,reflection,False,False,False,False
u_001712,loneliness,emotional_support,False,False,False,True
u_001713,loneliness,emotional_support,False,False,False,True
u_001714,motivation,self_improvement,False,False,False,False
u_001715,sleep,wellness,False,False,False,False
u_001716,family,relationships,False,True,False,False
u_001717,loneliness,emotional_support,False,False,False,True
u_001718,loneliness,emotional_support,False,False,False,True
u_001719,general_checkin,reflection,False,False,False,False
u_001720,sleep,wellness,False,False,False,False
u_001721,relationships,relationships,False,True,False,False
u_001722,family,relationships,False,True,False,False
u_001723,loneliness,emotional_support,False,False,False,True
u_001724,school_stress,school,False,False,True,False
u_001725,loneliness,emotional_support,False,False,False,True
u_001726,relationships,relationships,False,True,False,False
u_001727,loneliness,emotional_support,False,False,False,True
u_001728,sleep,wellness,False,False,False,False
u_001729,motivation,self_improvement,False,False,False,False
u_001730,general_checkin,reflection,False,False,False,False
u_001731,loneliness,emotional_support,False,False,False,True
u_001732,family,relationships,False,True,False,False
u_001733,general_checkin,reflection,False,False,False,False
u_001734,relationships,relationships,False,True,False,False
u_001735,school_stress,school,False,False,True,False
u_001736,loneliness,emotional_support,False,False,False,True
u_001737,general_checkin,reflection,False,False,False,False
u_001738,loneliness,emotional_support,False,False,False,True
u_001739,school_stress,school,False,False,True,False
u_001740,school_stress,school,False,False,True,False
u_001741,motivation,self_improvement,False,False,False,False
u_001742,general_checkin,reflection,False,False,False,False
u_001743,loneliness,emotional_support,False,False,False,True
u_001744,school_stress,school,False,False,True,False
u_001745,career,career,False,False,False,False
u_001746,career,career,False,False,False,False
u_001747,motivation,self_improvement,False,False,False,False
u_001748,general_checkin,reflection,False,False,False,False
u_001749,general_checkin,reflection,False,False,False,False
u_001750,sleep,wellness,False,False,False,False
u_001751,loneliness,emotional_support,False,False,False,True
u_001752,sleep,wellness,False,False,False,False
u_001753,motivation,self_improvement,False,False,False,False
u_001754,relationships,relationships,False,True,False,False
u_001755,sleep,wellness,False,False,False,False
u_001756,loneliness,emotional_support,False,False,False,True
u_001757,general_checkin,reflection,False,False,False,False
u_001758,career,career,True,False,False,False
u_001759,career,career,False,False,False,False
u_001760,motivation,self_improvement,False,False,False,False
u_001761,relationships,relationships,False,True,False,False
u_001762,career,career,False,False,False,False
u_001763,relationships,relationships,False,True,False,False
u_001764,relationships,relationships,False,True,False,False
u_001765,motivation,self_improvement,False,False,False,False
u_001766,school_stress,school,False,False,True,False
u_001767,general_checkin,reflection,False,False,False,False
u_001768,school_stress,school,False,False,True,False
u_001769,general_checkin,reflection,False,False,False,False
u_001770,family,relationships,False,True,False,False
u_001771,motivation,self_improvement,False,False,False,False
u_001772,career,career,False,False,False,False
u_001773,school_stress,school,False,False,True,False
u_001774,sleep,wellness,False,False,False,False
u_001775,career,career,False,False,False,False
u_001776,sleep,wellness,False,False,False,False
u_001777,relationships,relationships,False,True,False,False
u_001778,motivation,self_improvement,False,False,False,False
u_001779,general_checkin,reflection,False,False,False,False
u_001780,general_checkin,reflection,False,False,False,False
u_001781,sleep,wellness,False,False,False,False
u_001782,motivation,self_improvement,False,False,False,False
u_001783,relationships,relationships,False,True,False,False
u_001784,school_stress,school,False,False,True,False
u_001785,motivation,self_improvement,False,False,False,False
u_001786,family,relationships,False,True,False,False
u_001787,school_stress,school,False,False,True,False
u_001788,general_checkin,reflection,False,False,False,False
u_001789,family,relationships,False,True,False,False
u_001790,school_stress,school,False,False,True,False
u_001791,sleep,wellness,False,False,False,False
u_001792,school_stress,school,False,False,True,False
u_001793,relationships,relationships,False,True,False,False
u_001794,relationships,relationships,False,True,False,False
u_001795,sleep,wellness,False,False,False,False
u_001796,family,relationships,False,True,False,False
u_001797,relationships,relationships,False,True,False,False
u_001798,relationships,relationships,False,True,False,False
u_001799,school_stress,school,False,False,True,False
u_001800,family,relationships,False,True,False,False
u_001801,school_stress,school,False,False,True,False
u_001802,loneliness,emotional_support,False,False,False,True
u_001803,career,career,False,False,False,False
u_001804,relationships,relationships,False,True,False,False
u_001805,school_stress,school,False,False,True,False
u_001806,career,career,False,False,False,False
u_001807,relationships,relationships,False,True,False,False
u_001808,career,career,False,False,False,False
u_001809,sleep,wellness,False,False,False,False
u_001810,school_stress,school,False,False,True,False
u_001811,school_stress,school,False,False,True,False
u_001812,school_stress,school,False,False,True,False
u_001813,family,relationships,False,True,False,False
u_001814,motivation,self_improvement,False,False,False,False
u_001815,general_checkin,reflection,False,False,False,False
u_001816,loneliness,emotional_support,False,False,False,True
u_001817,relationships,relationships,False,True,False,False
u_001818,school_stress,school,False,False,True,False
u_001819,general_checkin,reflection,False,False,False,False
u_001820,motivation,self_improvement,False,False,False,False
u_001821,loneliness,emotional_support,False,False,False,True
u_001822,sleep,wellness,False,False,False,False
u_001823,loneliness,emotional_support,False,False,False,True
u_001824,school_stress,school,False,False,True,False
u_001825,school_stress,school,False,False,True,False
u_001826,motivation,self_improvement,False,False,False,False
u_001827,general_checkin,reflection,False,False,False,False
u_001828,motivation,self_improvement,False,False,False,False
u_001829,relationships,relationships,False,True,False,False
u_001830,loneliness,emotional_support,False,False,False,True
u_001831,loneliness,emotional_support,False,False,False,True
u_001832,motivation,self_improvement,False,False,False,False
u_001833,school_stress,school,False,False,True,False
u_001834,loneliness,emotional_support,False,False,False,True
u_001835,school_stress,school,False,False,True,False
u_001836,school_stress,school,False,False,True,False
u_001837,motivation,self_improvement,False,False,False,False
u_001838,loneliness,emotional_support,False,False,False,True
u_001839,career,career,False,False,False,False
u_001840,relationships,relationships,False,True,False,False
u_001841,school_stress,school,False,False,True,False
u_001842,career,career,False,False,False,False
u_001843,motivation,self_improvement,False,False,False,False
u_001844,school_stress,school,False,False,True,False
u_001845,loneliness,emotional_support,False,False,False,True
u_001846,school_stress,school,False,False,True,False
u_001847,loneliness,emotional_support,False,False,False,True
u_001848,school_stress,school,False,False,True,False
u_001849,sleep,wellness,False,False,False,False
u_001850,career,career,False,False,False,False
u_001851,school_stress,school,False,False,True,False
u_001852,sleep,wellness,False,False,False,False
u_001853,school_stress,school,False,False,True,False
u_001854,relationships,relationships,False,True,False,False
u_001855,school_stress,school,False,False,True,False
u_001856,motivation,self_improvement,False,False,False,False
u_001857,relationships,relationships,False,True,False,False
u_001858,loneliness,emotional_support,False,False,False,True
u_001859,school_stress,school,False,False,True,False
u_001860,loneliness,emotional_support,False,False,False,True
u_001861,school_stress,school,False,False,True,False
u_001862,school_stress,school,False,False,True,False
u_001863,relationships,relationships,False,True,False,False
u_001864,relationships,relationships,False,True,False,False
u_001865,relationships,relationships,False,True,False,False
u_001866,relationships,relationships,False,True,False,False
u_001867,school_stress,school,False,False,True,False
u_001868,school_stress,school,False,False,True,False
u_001869,loneliness,emotional_support,False,False,False,True
u_001870,sleep,wellness,False,False,False,False
u_001871,loneliness,emotional_support,False,False,False,True
u_001872,general_checkin,reflection,False,False,False,False
u_001873,school_stress,school,False,False,True,False
u_001874,career,career,False,False,False,False
u_001875,relationships,relationships,False,True,False,False
u_001876,motivation,self_improvement,False,False,False,False
u_001877,loneliness,emotional_support,False,False,False,True
u_001878,relationships,relationships,False,True,False,False
u_001879,career,career,False,False,False,False
u_001880,relationships,relationships,False,True,False,False
u_001881,sleep,wellness,False,False,False,False
u_001882,career,career,False,False,False,False
u_001883,motivation,self_improvement,False,False,False,False
u_001884,motivation,self_improvement,False,False,False,False
u_001885,motivation,self_improvement,False,False,False,False
u_001886,school_stress,school,False,False,True,False
u_001887,career,career,False,False,False,False
u_001888,school_stress,school,False,False,True,False
u_001889,career,career,False,False,False,False
u_001890,general_checkin,reflection,False,False,False,False
u_001891,family,relationships,False,True,False,False
u_001892,loneliness,emotional_support,False,False,False,True
u_001893,relationships,relationships,False,True,False,False
u_001894,general_checkin,reflection,False,False,False,False
u_001895,general_checkin,reflection,False,False,False,False
u_001896,relationships,relationships,False,True,False,False
u_001897,sleep,wellness,False,False,False,False
u_001898,loneliness,emotional_support,False,False,False,True
u_001899,career,career,False,False,False,False
u_001900,motivation,self_improvement,False,False,False,False
u_001901,family,relationships,False,True,False,False
u_001902,relationships,relationships,False,True,False,False
u_001903,career,career,False,False,False,False
u_001904,relationships,relationships,False,True,False,False
u_001905,general_checkin,reflection,False,False,False,False
u_001906,school_stress,school,False,False,True,False
u_001907,sleep,wellness,False,False,False,False
u_001908,motivation,self_improvement,False,False,False,False
u_001909,motivation,self_improvement,False,False,False,False
u_001910,school_stress,school,False,False,True,False
u_001911,relationships,relationships,False,True,False,False
u_001912,career,career,False,False,False,False
u_001913,school_stress,school,False,False,True,False
u_001914,school_stress,school,True,False,True,False
u_001915,motivation,self_improvement,False,False,False,False
u_001916,motivation,self_improvement,False,False,False,False
u_001917,sleep,wellness,False,False,False,False
u_001918,motivation,self_improvement,False,False,False,False
u_001919,loneliness,emotional_support,False,False,False,True
u_001920,relationships,relationships,False,True,False,False
u_001921,school_stress,school,False,False,True,False
u_001922,career,career,False,False,False,False
u_001923,general_checkin,reflection,False,False,False,False
u_001924,general_checkin,reflection,False,False,False,False
u_001925,family,relationships,False,True,False,False
u_001926,career,career,False,False,False,False
u_001927,motivation,self_improvement,False,False,False,False
u_001928,school_stress,school,False,False,True,False
u_001929,relationships,relationships,False,True,False,False
u_001930,school_stress,school,False,False,True,False
u_001931,general_checkin,reflection,False,False,False,False
u_001932,motivation,self_improvement,False,False,False,False
u_001933,general_checkin,reflection,False,False,False,False
u_001934,career,career,False,False,False,False
u_001935,relationships,relationships,False,True,False,False
u_001936,career,career,False,False,False,False
u_001937,relationships,relationships,False,True,False,False
u_001938,loneliness,emotional_support,False,False,False,True
u_001939,loneliness,emotional_support,False,False,False,True
u_001940,school_stress,school,False,False,True,False
u_001941,sleep,wellness,False,False,False,False
u_001942,career,career,False,False,False,False
u_001943,school_stress,school,False,False,True,False
u_001944,loneliness,emotional_support,False,False,False,True
u_001945,school_stress,school,False,False,True,False
u_001946,relationships,relationships,False,True,False,False
u_001947,loneliness,emotional_support,False,False,False,True
u_001948,general_checkin,reflection,False,False,False,False
u_001949,sleep,wellness,False,False,False,False
u_001950,school_stress,school,False,False,True,False
u_001951,school_stress,school,False,False,True,False
u_001952,relationships,relationships,False,True,False,False
u_001953,school_stress,school,False,False,True,False
u_001954,school_stress,school,True,False,True,False
u_001955,relationships,relationships,False,True,False,False
u_001956,relationships,relationships,False,True,False,False
u_001957,relationships,relationships,False,True,False,False
u_001958,career,career,False,False,False,False
u_001959,career,career,False,False,False,False
u_001960,motivation,self_improvement,False,False,False,False
u_001961,general_checkin,reflection,False,False,False,False
u_001962,sleep,wellness,False,False,False,False
u_001963,family,relationships,False,True,False,False
u_001964,school_stress,school,False,False,True,False
u_001965,motivation,self_improvement,False,False,False,False
u_001966,career,career,False,False,False,False
u_001967,motivation,self_improvement,False,False,False,False
u_001968,career,career,False,False,False,False
u_001969,sleep,wellness,False,False,False,False
u_001970,relationships,relationships,False,True,False,False
u_001971,loneliness,emotional_support,False,False,False,True
u_001972,loneliness,emotional_support,False,False,False,True
u_001973,career,career,False,False,False,False
u_001974,loneliness,emotional_support,False,False,False,True
u_001975,relationships,relationships,False,True,False,False
u_001976,sleep,wellness,False,False,False,False
u_001977,school_stress,school,False,False,True,False
u_001978,relationships,relationships,False,True,False,False
u_001979,general_checkin,reflection,False,False,False,False
u_001980,relationships,relationships,False,True,False,False
u_001981,sleep,wellness,False,False,False,False
u_001982,motivation,self_improvement,False,False,False,False
u_001983,school_stress,school,False,False,True,False
u_001984,career,career,False,False,False,False
u_001985,school_stress,school,False,False,True,False
u_001986,school_stress,school,False,False,True,False
u_001987,loneliness,emotional_support,False,False,False,True
u_001988,family,relationships,False,True,False,False
u_001989,school_stress,school,False,False,True,False
u_001990,relationships,relationships,False,True,False,False
u_001991,sleep,wellness,False,False,False,False
u_001992,relationships,relationships,False,True,False,False
u_001993,career,career,False,False,False,False
u_001994,school_stress,school,False,False,True,False
u_001995,school_stress,school,False,False,True,False
u_001996,motivation,self_improvement,False,False,False,False
u_001997,general_checkin,reflection,False,False,False,False
u_001998,school_stress,school,False,False,True,False
u_001999,school_stress,school,False,False,True,False
u_002000,general_checkin,reflection,False,False,False,False
u_002001,motivation,self_improvement,False,False,False,False
u_002002,career,career,False,False,False,False
u_002003,relationships,relationships,True,True,False,False
u_002004,general_checkin,reflection,False,False,False,False
u_002005,relationships,relationships,False,True,False,False
u_002006,career,career,False,False,False,False
u_002007,school_stress,school,True,False,True,False
u_002008,motivation,self_improvement,False,False,False,False
u_002009,motivation,self_improvement,False,False,False,False
u_002010,motivation,self_improvement,False,False,False,False
u_002011,loneliness,emotional_support,False,False,False,True
u_002012,career,career,False,False,False,False
u_002013,general_checkin,reflection,False,False,False,False
u_002014,career,career,False,False,False,False
u_002015,motivation,self_improvement,False,False,False,False
u_002016,sleep,wellness,False,False,False,False
u_002017,career,career,False,False,False,False
u_002018,relationships,relationships,False,True,False,False
u_002019,school_stress,school,False,False,True,False
u_002020,motivation,self_improvement,False,False,False,False
u_002021,family,relationships,False,True,False,False
u_002022,motivation,self_improvement,False,False,False,False
u_002023,general_checkin,reflection,False,False,False,False
u_002024,sleep,wellness,False,False,False,False
u_002025,career,career,False,False,False,False
u_002026,family,relationships,False,True,False,False
u_002027,general_checkin,reflection,False,False,False,False
u_002028,relationships,relationships,False,True,False,False
u_002029,relationships,relationships,False,True,False,False
u_002030,loneliness,emotional_support,False,False,False,True
u_002031,loneliness,emotional_support,False,False,False,True
u_002032,relationships,relationships,False,True,False,False
u_002033,relationships,relationships,False,True,False,False
u_002034,motivation,self_improvement,False,False,False,False
u_002035,loneliness,emotional_support,False,False,False,True
u_002036,school_stress,school,False,False,True,False
u_002037,relationships,relationships,False,True,False,False
u_002038,sleep,wellness,False,False,False,False
u_002039,relationships,relationships,False,True,False,False
u_002040,motivation,self_improvement,False,False,False,False
u_002041,school_stress,school,False,False,True,False
u_002042,loneliness,emotional_support,False,False,False,True
u_002043,relationships,relationships,False,True,False,False
u_002044,loneliness,emotional_support,False,False,False,True
u_002045,loneliness,emotional_support,False,False,False,True
u_002046,loneliness,emotional_support,True,False,False,True
u_002047,motivation,self_improvement,False,False,False,False
u_002048,relationships,relationships,False,True,False,False
u_002049,motivation,self_improvement,False,False,False,False
u_002050,career,career,False,False,False,False
u_002051,school_stress,school,False,False,True,False
u_002052,general_checkin,reflection,False,False,False,False
u_002053,general_checkin,reflection,False,False,False,False
u_002054,motivation,self_improvement,False,False,False,False
u_002055,sleep,wellness,False,False,False,False
u_002056,relationships,relationships,False,True,False,False
u_002057,relationships,relationships,True,True,False,False
u_002058,relationships,relationships,False,True,False,False
u_002059,motivation,self_improvement,False,False,False,False
u_002060,general_checkin,reflection,False,False,False,False
u_002061,career,career,False,False,False,False
u_002062,career,career,False,False,False,False
u_002063,motivation,self_improvement,False,False,False,False
u_002064,motivation,self_improvement,False,False,False,False
u_002065,general_checkin,reflection,False,False,False,False
u_002066,loneliness,emotional_support,False,False,False,True
u_002067,school_stress,school,False,False,True,False
u_002068,school_stress,school,False,False,True,False
u_002069,career,career,False,False,False,False
u_002070,school_stress,school,False,False,True,False
u_002071,relationships,relationships,False,True,False,False
u_002072,school_stress,school,False,False,True,False
u_002073,loneliness,emotional_support,False,False,False,True
u_002074,relationships,relationships,False,True,False,False
u_002075,family,relationships,False,True,False,False
u_002076,general_checkin,reflection,False,False,False,False
u_002077,motivation,self_improvement,False,False,False,False
u_002078,school_stress,school,False,False,True,False
u_002079,motivation,self_improvement,False,False,False,False
u_002080,motivation,self_improvement,False,False,False,False
u_002081,career,career,False,False,False,False
u_002082,school_stress,school,False,False,True,False
u_002083,career,career,False,False,False,False
u_002084,general_checkin,reflection,False,False,False,False
u_002085,motivation,self_improvement,False,False,False,False
u_002086,general_checkin,reflection,False,False,False,False
u_002087,school_stress,school,False,False,True,False
u_002088,school_stress,school,False,False,True,False
u_002089,sleep,wellness,False,False,False,False
u_002090,relationships,relationships,False,True,False,False
u_002091,relationships,relationships,False,True,False,False
u_002092,motivation,self_improvement,False,False,False,False
u_002093,loneliness,emotional_support,False,False,False,True
u_002094,relationships,relationships,False,True,False,False
u_002095,loneliness,emotional_support,False,False,False,True
u_002096,school_stress,school,False,False,True,False
u_002097,motivation,self_improvement,False,False,False,False
u_002098,school_stress,school,False,False,True,False
u_002099,career,career,False,False,False,False
u_002100,relationships,relationships,False,True,False,False
u_002101,general_checkin,reflection,False,False,False,False
u_002102,school_stress,school,False,False,True,False
u_002103,motivation,self_improvement,False,False,False,False
u_002104,career,career,False,False,False,False
u_002105,sleep,wellness,False,False,False,False
u_002106,motivation,self_improvement,False,False,False,False
u_002107,school_stress,school,False,False,True,False
u_002108,general_checkin,reflection,False,False,False,False
